"lesson","concept","skill","objective","before_templates","after_templates","before_dedicated","after_dedicated","before_quick","after_quick","after_reused","recognition","production","reasoning","authored","variants","generators","interaction","input","grading","activation","single_fixed","baseline_library_lessons"
"probability-statistics-joint-conditional-distributions","probability-statistics-joint-conditional-distributions-check-the-whole-joint-model","compute","probability-statistics-joint-conditional-distributions-check-the-whole-joint-model-compute-production","1","1","1","1","0","0","0","0","1","0","1","3","0","low","math-text","structured","probability-statistics-joint-conditional-distributions-check-the-whole-joint-model","false","probability-statistics-joint-conditional-distributions"
"probability-statistics-joint-conditional-distributions","probability-statistics-joint-conditional-distributions-check-the-whole-joint-model","interpret","","3","3","0","0","3","3","3","3","0","0","0","0","0","low","tap","structured","probability-statistics-joint-conditional-distributions-check-the-whole-joint-model","false","probability-statistics-joint-conditional-distributions"
"probability-statistics-joint-conditional-distributions","probability-statistics-joint-conditional-distributions-check-the-whole-joint-model","justify","","1","1","0","0","0","0","1","0","0","1","0","0","0","high","handwriting;math-text;photo","open-reasoning","probability-statistics-joint-conditional-distributions-check-the-whole-joint-model","true","probability-statistics-joint-conditional-distributions"
"probability-statistics-joint-conditional-distributions","probability-statistics-joint-conditional-distributions-check-the-whole-joint-model","prove","","1","1","0","0","0","0","1","0","0","1","0","0","0","high","handwriting;math-text;photo","open-reasoning","probability-statistics-joint-conditional-distributions-check-the-whole-joint-model","true","probability-statistics-joint-conditional-distributions"
"probability-statistics-joint-conditional-distributions","probability-statistics-joint-conditional-distributions-check-the-whole-joint-model","recognize","","1","1","0","0","1","1","1","1","0","0","0","0","0","low","tap","choice","probability-statistics-joint-conditional-distributions-check-the-whole-joint-model","true","probability-statistics-joint-conditional-distributions"
"probability-statistics-joint-conditional-distributions","probability-statistics-joint-conditional-distributions-condition-a-table-and-test-independence","compute","","7","7","0","0","0","0","7","0","7","0","0","0","0","low","math-text","structured","probability-statistics-joint-conditional-distributions-condition-a-table-and-test-independence","false","probability-statistics-joint-conditional-distributions"
"probability-statistics-joint-conditional-distributions","probability-statistics-joint-conditional-distributions-condition-a-table-and-test-independence","compute","probability-statistics-joint-conditional-distributions-condition-a-table-and-test-independence-compute-production","1","1","1","1","0","0","0","0","1","0","1","3","0","low","math-text","structured","probability-statistics-joint-conditional-distributions-condition-a-table-and-test-independence","false","probability-statistics-joint-conditional-distributions"
"probability-statistics-joint-conditional-distributions","probability-statistics-joint-conditional-distributions-condition-a-table-and-test-independence","interpret","","1","1","0","0","1","1","1","1","0","0","0","0","0","low","tap","structured","probability-statistics-joint-conditional-distributions-condition-a-table-and-test-independence","true","probability-statistics-joint-conditional-distributions"
"probability-statistics-joint-conditional-distributions","probability-statistics-joint-conditional-distributions-condition-a-table-and-test-independence","justify","","1","1","0","0","0","0","1","0","0","1","0","0","0","high","handwriting;math-text;photo","open-reasoning","probability-statistics-joint-conditional-distributions-condition-a-table-and-test-independence","true","probability-statistics-joint-conditional-distributions"
"probability-statistics-joint-conditional-distributions","probability-statistics-joint-conditional-distributions-condition-a-table-and-test-independence","prove","","1","1","0","0","0","0","1","0","0","1","0","0","0","high","handwriting;math-text;photo","open-reasoning","probability-statistics-joint-conditional-distributions-condition-a-table-and-test-independence","true","probability-statistics-joint-conditional-distributions"
"probability-statistics-joint-conditional-distributions","probability-statistics-joint-conditional-distributions-condition-a-table-and-test-independence","recognize","","1","1","0","0","1","1","1","1","0","0","0","0","0","low","tap","choice","probability-statistics-joint-conditional-distributions-condition-a-table-and-test-independence","true","probability-statistics-joint-conditional-distributions"
"probability-statistics-joint-conditional-distributions","probability-statistics-joint-conditional-distributions-condition-continuous-variables-using-densities","compute","","9","9","0","0","0","0","9","0","9","0","0","0","0","low","math-text","structured","probability-statistics-joint-conditional-distributions-condition-continuous-variables-using-densities","false","probability-statistics-joint-conditional-distributions"
"probability-statistics-joint-conditional-distributions","probability-statistics-joint-conditional-distributions-condition-continuous-variables-using-densities","compute","probability-statistics-joint-conditional-distributions-condition-continuous-variables-using-densities-compute-production","1","1","1","1","0","0","0","0","1","0","1","3","0","low","math-text","structured","probability-statistics-joint-conditional-distributions-condition-continuous-variables-using-densities","false","probability-statistics-joint-conditional-distributions"
"probability-statistics-joint-conditional-distributions","probability-statistics-joint-conditional-distributions-condition-continuous-variables-using-densities","justify","","1","1","0","0","0","0","1","0","0","1","0","0","0","high","handwriting;math-text;photo","open-reasoning","probability-statistics-joint-conditional-distributions-condition-continuous-variables-using-densities","true","probability-statistics-joint-conditional-distributions"
"probability-statistics-laws-large-numbers-central-limit-theorem","probability-statistics-laws-large-numbers-central-limit-theorem-a-statistic-has-a-sampling-distribution","compute","","7","7","0","0","0","0","7","0","7","0","0","0","0","low","math-text","structured","probability-statistics-laws-large-numbers-central-limit-theorem-a-statistic-has-a-sampling-distribution","false","probability-statistics-laws-large-numbers-central-limit-theorem"
"probability-statistics-laws-large-numbers-central-limit-theorem","probability-statistics-laws-large-numbers-central-limit-theorem-a-statistic-has-a-sampling-distribution","compute","probability-statistics-laws-large-numbers-central-limit-theorem-a-statistic-has-a-sampling-distribution-compute-production","1","1","1","1","0","0","0","0","1","0","1","3","0","low","math-text","structured","probability-statistics-laws-large-numbers-central-limit-theorem-a-statistic-has-a-sampling-distribution","false","probability-statistics-laws-large-numbers-central-limit-theorem"
"probability-statistics-laws-large-numbers-central-limit-theorem","probability-statistics-laws-large-numbers-central-limit-theorem-a-statistic-has-a-sampling-distribution","interpret","","1","1","0","0","1","1","1","1","0","0","0","0","0","low","tap","structured","probability-statistics-laws-large-numbers-central-limit-theorem-a-statistic-has-a-sampling-distribution","true","probability-statistics-laws-large-numbers-central-limit-theorem"
"probability-statistics-laws-large-numbers-central-limit-theorem","probability-statistics-laws-large-numbers-central-limit-theorem-a-statistic-has-a-sampling-distribution","justify","","1","1","0","0","0","0","1","0","0","1","0","0","0","high","handwriting;math-text;photo","open-reasoning","probability-statistics-laws-large-numbers-central-limit-theorem-a-statistic-has-a-sampling-distribution","true","probability-statistics-laws-large-numbers-central-limit-theorem"
"probability-statistics-laws-large-numbers-central-limit-theorem","probability-statistics-laws-large-numbers-central-limit-theorem-a-statistic-has-a-sampling-distribution","prove","","1","1","0","0","0","0","1","0","0","1","0","0","0","high","handwriting;math-text;photo","open-reasoning","probability-statistics-laws-large-numbers-central-limit-theorem-a-statistic-has-a-sampling-distribution","true","probability-statistics-laws-large-numbers-central-limit-theorem"
"probability-statistics-laws-large-numbers-central-limit-theorem","probability-statistics-laws-large-numbers-central-limit-theorem-approximate-probabilities-for-means-sums-and-proportions","compute","","9","9","0","0","0","0","9","0","9","0","0","0","0","low","math-text","structured","probability-statistics-laws-large-numbers-central-limit-theorem-approximate-probabilities-for-means-sums-and-proportions","false","probability-statistics-laws-large-numbers-central-limit-theorem"
"probability-statistics-laws-large-numbers-central-limit-theorem","probability-statistics-laws-large-numbers-central-limit-theorem-approximate-probabilities-for-means-sums-and-proportions","compute","probability-statistics-laws-large-numbers-central-limit-theorem-approximate-probabilities-for-means-sums-and-proportions-compute-production","1","1","1","1","0","0","0","0","1","0","1","3","0","low","math-text","structured","probability-statistics-laws-large-numbers-central-limit-theorem-approximate-probabilities-for-means-sums-and-proportions","false","probability-statistics-laws-large-numbers-central-limit-theorem"
"probability-statistics-laws-large-numbers-central-limit-theorem","probability-statistics-laws-large-numbers-central-limit-theorem-approximate-probabilities-for-means-sums-and-proportions","justify","","1","1","0","0","0","0","1","0","0","1","0","0","0","high","handwriting;math-text;photo","open-reasoning","probability-statistics-laws-large-numbers-central-limit-theorem-approximate-probabilities-for-means-sums-and-proportions","true","probability-statistics-laws-large-numbers-central-limit-theorem"
"probability-statistics-laws-large-numbers-central-limit-theorem","probability-statistics-laws-large-numbers-central-limit-theorem-check-dependence-precision-and-the-limits-of-asymptotics","compute","","7","7","0","0","0","0","7","0","7","0","0","0","0","low","math-text","structured","probability-statistics-laws-large-numbers-central-limit-theorem-check-dependence-precision-and-the-limits-of-asymptotics","false","probability-statistics-laws-large-numbers-central-limit-theorem"
"probability-statistics-laws-large-numbers-central-limit-theorem","probability-statistics-laws-large-numbers-central-limit-theorem-check-dependence-precision-and-the-limits-of-asymptotics","compute","probability-statistics-laws-large-numbers-central-limit-theorem-check-dependence-precision-and-the-limits-of-asymptotics-compute-production","1","1","1","1","0","0","0","0","1","0","1","3","0","low","math-text","structured","probability-statistics-laws-large-numbers-central-limit-theorem-check-dependence-precision-and-the-limits-of-asymptotics","false","probability-statistics-laws-large-numbers-central-limit-theorem"
"probability-statistics-laws-large-numbers-central-limit-theorem","probability-statistics-laws-large-numbers-central-limit-theorem-check-dependence-precision-and-the-limits-of-asymptotics","interpret","","1","1","0","0","1","1","1","1","0","0","0","0","0","low","tap","structured","probability-statistics-laws-large-numbers-central-limit-theorem-check-dependence-precision-and-the-limits-of-asymptotics","true","probability-statistics-laws-large-numbers-central-limit-theorem"
"probability-statistics-laws-large-numbers-central-limit-theorem","probability-statistics-laws-large-numbers-central-limit-theorem-check-dependence-precision-and-the-limits-of-asymptotics","justify","","2","2","0","0","0","0","2","0","0","2","0","0","0","high","handwriting;math-text;photo","open-reasoning","probability-statistics-laws-large-numbers-central-limit-theorem-check-dependence-precision-and-the-limits-of-asymptotics","false","probability-statistics-laws-large-numbers-central-limit-theorem"
"probability-statistics-laws-large-numbers-central-limit-theorem","probability-statistics-laws-large-numbers-central-limit-theorem-check-dependence-precision-and-the-limits-of-asymptotics","recognize","","1","1","0","0","1","1","1","1","0","0","0","0","0","low","tap","choice","probability-statistics-laws-large-numbers-central-limit-theorem-check-dependence-precision-and-the-limits-of-asymptotics","true","probability-statistics-laws-large-numbers-central-limit-theorem"
"probability-statistics-laws-large-numbers-central-limit-theorem","probability-statistics-laws-large-numbers-central-limit-theorem-the-central-limit-theorem-describes-standardized-fluctuations","compute","","6","6","0","0","0","0","6","0","6","0","0","0","0","low","math-text","structured","probability-statistics-laws-large-numbers-central-limit-theorem-the-central-limit-theorem-describes-standardized-fluctuations","false","probability-statistics-laws-large-numbers-central-limit-theorem"
"probability-statistics-laws-large-numbers-central-limit-theorem","probability-statistics-laws-large-numbers-central-limit-theorem-the-central-limit-theorem-describes-standardized-fluctuations","compute","probability-statistics-laws-large-numbers-central-limit-theorem-the-central-limit-theorem-describes-standardized-fluctuations-compute-production","1","1","1","1","0","0","0","0","1","0","1","2","0","low","math-text","structured","probability-statistics-laws-large-numbers-central-limit-theorem-the-central-limit-theorem-describes-standardized-fluctuations","false","probability-statistics-laws-large-numbers-central-limit-theorem"
"probability-statistics-laws-large-numbers-central-limit-theorem","probability-statistics-laws-large-numbers-central-limit-theorem-the-central-limit-theorem-describes-standardized-fluctuations","interpret","","2","2","0","0","2","2","2","2","0","0","0","0","0","low","tap","structured","probability-statistics-laws-large-numbers-central-limit-theorem-the-central-limit-theorem-describes-standardized-fluctuations","false","probability-statistics-laws-large-numbers-central-limit-theorem"
"probability-statistics-laws-large-numbers-central-limit-theorem","probability-statistics-laws-large-numbers-central-limit-theorem-the-central-limit-theorem-describes-standardized-fluctuations","interpret","probability-statistics-laws-large-numbers-central-limit-theorem-the-central-limit-theorem-describes-standardized-fluctuations-interpret-recognition","1","1","1","1","1","1","0","1","0","0","0","0","0","low","tap","structured","probability-statistics-laws-large-numbers-central-limit-theorem-the-central-limit-theorem-describes-standardized-fluctuations","true","probability-statistics-laws-large-numbers-central-limit-theorem"
"probability-statistics-laws-large-numbers-central-limit-theorem","probability-statistics-laws-large-numbers-central-limit-theorem-the-central-limit-theorem-describes-standardized-fluctuations","justify","","2","2","0","0","0","0","2","0","0","2","0","0","0","high","handwriting;math-text;photo","open-reasoning","probability-statistics-laws-large-numbers-central-limit-theorem-the-central-limit-theorem-describes-standardized-fluctuations","false","probability-statistics-laws-large-numbers-central-limit-theorem"
"probability-statistics-laws-large-numbers-central-limit-theorem","probability-statistics-laws-large-numbers-central-limit-theorem-the-law-of-large-numbers-concerns-concentration","compute","","7","7","0","0","0","0","7","0","7","0","0","0","0","low","math-text","structured","probability-statistics-laws-large-numbers-central-limit-theorem-the-law-of-large-numbers-concerns-concentration","false","probability-statistics-laws-large-numbers-central-limit-theorem"
"probability-statistics-laws-large-numbers-central-limit-theorem","probability-statistics-laws-large-numbers-central-limit-theorem-the-law-of-large-numbers-concerns-concentration","compute","probability-statistics-laws-large-numbers-central-limit-theorem-the-law-of-large-numbers-concerns-concentration-compute-production","1","1","1","1","0","0","0","0","1","0","1","2","0","low","math-text","structured","probability-statistics-laws-large-numbers-central-limit-theorem-the-law-of-large-numbers-concerns-concentration","false","probability-statistics-laws-large-numbers-central-limit-theorem"
"probability-statistics-laws-large-numbers-central-limit-theorem","probability-statistics-laws-large-numbers-central-limit-theorem-the-law-of-large-numbers-concerns-concentration","interpret","","1","1","0","0","1","1","1","1","0","0","0","0","0","low","tap","structured","probability-statistics-laws-large-numbers-central-limit-theorem-the-law-of-large-numbers-concerns-concentration","true","probability-statistics-laws-large-numbers-central-limit-theorem"
"probability-statistics-laws-large-numbers-central-limit-theorem","probability-statistics-laws-large-numbers-central-limit-theorem-the-law-of-large-numbers-concerns-concentration","interpret","probability-statistics-laws-large-numbers-central-limit-theorem-the-law-of-large-numbers-concerns-concentration-interpret-recognition","1","1","1","1","1","1","0","1","0","0","0","0","0","low","tap","structured","probability-statistics-laws-large-numbers-central-limit-theorem-the-law-of-large-numbers-concerns-concentration","true","probability-statistics-laws-large-numbers-central-limit-theorem"
"probability-statistics-laws-large-numbers-central-limit-theorem","probability-statistics-laws-large-numbers-central-limit-theorem-the-law-of-large-numbers-concerns-concentration","justify","","1","1","0","0","0","0","1","0","0","1","0","0","0","high","handwriting;math-text;photo","open-reasoning","probability-statistics-laws-large-numbers-central-limit-theorem-the-law-of-large-numbers-concerns-concentration","true","probability-statistics-laws-large-numbers-central-limit-theorem"
"probability-statistics-laws-large-numbers-central-limit-theorem","probability-statistics-laws-large-numbers-central-limit-theorem-the-law-of-large-numbers-concerns-concentration","prove","","1","1","0","0","0","0","1","0","0","1","0","0","0","high","handwriting;math-text;photo","open-reasoning","probability-statistics-laws-large-numbers-central-limit-theorem-the-law-of-large-numbers-concerns-concentration","true","probability-statistics-laws-large-numbers-central-limit-theorem"
"probability-statistics-laws-large-numbers-central-limit-theorem","probability-statistics-laws-large-numbers-central-limit-theorem-the-law-of-large-numbers-concerns-concentration","recognize","","1","1","0","0","1","1","1","1","0","0","0","0","0","low","tap","choice","probability-statistics-laws-large-numbers-central-limit-theorem-the-law-of-large-numbers-concerns-concentration","true","probability-statistics-laws-large-numbers-central-limit-theorem"
"probability-statistics-normal-distributions-transformations","probability-statistics-normal-distributions-transformations-account-for-branches-and-point-masses","compute","","8","8","0","0","0","0","8","0","8","0","0","0","0","low","math-text","structured","probability-statistics-normal-distributions-transformations-account-for-branches-and-point-masses","false","probability-statistics-normal-distributions-transformations"
"probability-statistics-normal-distributions-transformations","probability-statistics-normal-distributions-transformations-account-for-branches-and-point-masses","compute","probability-statistics-normal-distributions-transformations-account-for-branches-and-point-masses-compute-production","1","1","1","1","0","0","0","0","1","0","1","3","0","low","math-text","structured","probability-statistics-normal-distributions-transformations-account-for-branches-and-point-masses","false","probability-statistics-normal-distributions-transformations"
"probability-statistics-normal-distributions-transformations","probability-statistics-normal-distributions-transformations-account-for-branches-and-point-masses","interpret","","1","1","0","0","1","1","1","1","0","0","0","0","0","low","tap","structured","probability-statistics-normal-distributions-transformations-account-for-branches-and-point-masses","true","probability-statistics-normal-distributions-transformations"
"probability-statistics-normal-distributions-transformations","probability-statistics-normal-distributions-transformations-account-for-branches-and-point-masses","justify","","1","1","0","0","0","0","1","0","0","1","0","0","0","high","handwriting;math-text;photo","open-reasoning","probability-statistics-normal-distributions-transformations-account-for-branches-and-point-masses","true","probability-statistics-normal-distributions-transformations"
"probability-statistics-normal-distributions-transformations","probability-statistics-normal-distributions-transformations-account-for-branches-and-point-masses","recognize","","1","1","0","0","1","1","1","1","0","0","0","0","0","low","tap","choice","probability-statistics-normal-distributions-transformations-account-for-branches-and-point-masses","true","probability-statistics-normal-distributions-transformations"
"probability-statistics-normal-distributions-transformations","probability-statistics-normal-distributions-transformations-normal-models-have-a-location-and-a-scale","compute","","7","7","0","0","0","0","7","0","7","0","0","0","0","low","math-text","structured","probability-statistics-normal-distributions-transformations-normal-models-have-a-location-and-a-scale","false","probability-statistics-normal-distributions-transformations"
"probability-statistics-normal-distributions-transformations","probability-statistics-normal-distributions-transformations-normal-models-have-a-location-and-a-scale","compute","probability-statistics-normal-distributions-transformations-normal-models-have-a-location-and-a-scale-compute-production","1","1","1","1","0","0","0","0","1","0","1","3","0","low","math-text","structured","probability-statistics-normal-distributions-transformations-normal-models-have-a-location-and-a-scale","false","probability-statistics-normal-distributions-transformations"
"probability-statistics-normal-distributions-transformations","probability-statistics-normal-distributions-transformations-normal-models-have-a-location-and-a-scale","interpret","","1","1","0","0","1","1","1","1","0","0","0","0","0","low","tap","structured","probability-statistics-normal-distributions-transformations-normal-models-have-a-location-and-a-scale","true","probability-statistics-normal-distributions-transformations"
"probability-statistics-normal-distributions-transformations","probability-statistics-normal-distributions-transformations-normal-models-have-a-location-and-a-scale","justify","","2","2","0","0","0","0","2","0","0","2","0","0","0","high","handwriting;math-text;photo","open-reasoning","probability-statistics-normal-distributions-transformations-normal-models-have-a-location-and-a-scale","false","probability-statistics-normal-distributions-transformations"
"probability-statistics-normal-distributions-transformations","probability-statistics-normal-distributions-transformations-quantiles-and-affine-changes-of-units","compute","","8","8","0","0","0","0","8","0","8","0","0","0","0","low","math-text","structured","probability-statistics-normal-distributions-transformations-quantiles-and-affine-changes-of-units","false","probability-statistics-normal-distributions-transformations"
"probability-statistics-normal-distributions-transformations","probability-statistics-normal-distributions-transformations-quantiles-and-affine-changes-of-units","compute","probability-statistics-normal-distributions-transformations-quantiles-and-affine-changes-of-units-compute-production","1","1","1","1","0","0","0","0","1","0","1","3","0","low","math-text","structured","probability-statistics-normal-distributions-transformations-quantiles-and-affine-changes-of-units","false","probability-statistics-normal-distributions-transformations"
"probability-statistics-normal-distributions-transformations","probability-statistics-normal-distributions-transformations-quantiles-and-affine-changes-of-units","interpret","","1","1","0","0","1","1","1","1","0","0","0","0","0","low","tap","structured","probability-statistics-normal-distributions-transformations-quantiles-and-affine-changes-of-units","true","probability-statistics-normal-distributions-transformations"
"probability-statistics-normal-distributions-transformations","probability-statistics-normal-distributions-transformations-quantiles-and-affine-changes-of-units","justify","","1","1","0","0","0","0","1","0","0","1","0","0","0","high","handwriting;math-text;photo","open-reasoning","probability-statistics-normal-distributions-transformations-quantiles-and-affine-changes-of-units","true","probability-statistics-normal-distributions-transformations"
"probability-statistics-normal-distributions-transformations","probability-statistics-normal-distributions-transformations-transform-a-distribution-through-its-cdf","compute","","8","8","0","0","0","0","8","0","8","0","0","0","0","low","math-text","structured","probability-statistics-normal-distributions-transformations-transform-a-distribution-through-its-cdf","false","probability-statistics-normal-distributions-transformations"
"probability-statistics-normal-distributions-transformations","probability-statistics-normal-distributions-transformations-transform-a-distribution-through-its-cdf","compute","probability-statistics-normal-distributions-transformations-transform-a-distribution-through-its-cdf-compute-production","1","1","1","1","0","0","0","0","1","0","1","3","0","low","math-text","structured","probability-statistics-normal-distributions-transformations-transform-a-distribution-through-its-cdf","false","probability-statistics-normal-distributions-transformations"
"probability-statistics-normal-distributions-transformations","probability-statistics-normal-distributions-transformations-transform-a-distribution-through-its-cdf","justify","","2","2","0","0","0","0","2","0","0","2","0","0","0","high","handwriting;math-text;photo","open-reasoning","probability-statistics-normal-distributions-transformations-transform-a-distribution-through-its-cdf","false","probability-statistics-normal-distributions-transformations"
"probability-statistics-normal-distributions-transformations","probability-statistics-normal-distributions-transformations-use-the-normal-cdf-without-confusing-tails","compute","","8","8","0","0","0","0","8","0","8","0","0","0","0","low","math-text","structured","probability-statistics-normal-distributions-transformations-use-the-normal-cdf-without-confusing-tails","false","probability-statistics-normal-distributions-transformations"
"probability-statistics-normal-distributions-transformations","probability-statistics-normal-distributions-transformations-use-the-normal-cdf-without-confusing-tails","compute","probability-statistics-normal-distributions-transformations-use-the-normal-cdf-without-confusing-tails-compute-production","1","1","1","1","0","0","0","0","1","0","1","3","0","low","math-text","structured","probability-statistics-normal-distributions-transformations-use-the-normal-cdf-without-confusing-tails","false","probability-statistics-normal-distributions-transformations"
"probability-statistics-normal-distributions-transformations","probability-statistics-normal-distributions-transformations-use-the-normal-cdf-without-confusing-tails","interpret","","1","1","0","0","1","1","1","1","0","0","0","0","0","low","tap","structured","probability-statistics-normal-distributions-transformations-use-the-normal-cdf-without-confusing-tails","true","probability-statistics-normal-distributions-transformations"
"probability-statistics-normal-distributions-transformations","probability-statistics-normal-distributions-transformations-use-the-normal-cdf-without-confusing-tails","justify","","1","1","0","0","0","0","1","0","0","1","0","0","0","high","handwriting;math-text;photo","open-reasoning","probability-statistics-normal-distributions-transformations-use-the-normal-cdf-without-confusing-tails","true","probability-statistics-normal-distributions-transformations"
"probability-statistics-normal-distributions-transformations","probability-statistics-normal-distributions-transformations-use-the-normal-cdf-without-confusing-tails","recognize","","1","1","0","0","1","1","1","1","0","0","0","0","0","low","tap","choice","probability-statistics-normal-distributions-transformations-use-the-normal-cdf-without-confusing-tails","true","probability-statistics-normal-distributions-transformations"
"probability-statistics-probability-models-events","probability-statistics-probability-models-events-build-and-audit-a-complete-event-model","compute","","7","7","0","0","0","0","7","0","7","0","0","0","0","low","math-text","structured","probability-statistics-probability-models-events-build-and-audit-a-complete-event-model","false","probability-statistics-probability-models-events"
"probability-statistics-probability-models-events","probability-statistics-probability-models-events-build-and-audit-a-complete-event-model","compute","probability-statistics-probability-models-events-build-and-audit-a-complete-event-model-compute-production","1","1","1","1","0","0","0","0","1","0","1","2","0","low","math-text","structured","probability-statistics-probability-models-events-build-and-audit-a-complete-event-model","false","probability-statistics-probability-models-events"
"probability-statistics-probability-models-events","probability-statistics-probability-models-events-build-and-audit-a-complete-event-model","interpret","","1","1","0","0","1","1","1","1","0","0","0","0","0","low","tap","structured","probability-statistics-probability-models-events-build-and-audit-a-complete-event-model","true","probability-statistics-probability-models-events"
"probability-statistics-probability-models-events","probability-statistics-probability-models-events-build-and-audit-a-complete-event-model","justify","","2","2","0","0","0","0","2","0","0","2","0","0","0","high","handwriting;math-text;photo","open-reasoning","probability-statistics-probability-models-events-build-and-audit-a-complete-event-model","false","probability-statistics-probability-models-events"
"probability-statistics-probability-models-events","probability-statistics-probability-models-events-build-and-audit-a-complete-event-model","justify","probability-statistics-probability-models-events-build-and-audit-a-complete-event-model-justify-reasoning","1","1","1","1","0","0","0","0","0","1","0","0","0","medium","handwriting;math-text;photo","open-reasoning","probability-statistics-probability-models-events-build-and-audit-a-complete-event-model","true","probability-statistics-probability-models-events"
"probability-statistics-probability-models-events","probability-statistics-probability-models-events-complements-overlap-and-bounds","compute","","8","8","0","0","0","0","8","0","8","0","0","0","0","low","math-text","structured","probability-statistics-probability-models-events-complements-overlap-and-bounds","false","probability-statistics-probability-models-events"
"probability-statistics-probability-models-events","probability-statistics-probability-models-events-complements-overlap-and-bounds","compute","probability-statistics-probability-models-events-complements-overlap-and-bounds-compute-production","1","1","1","1","0","0","0","0","1","0","1","3","0","low","math-text","structured","probability-statistics-probability-models-events-complements-overlap-and-bounds","false","probability-statistics-probability-models-events"
"probability-statistics-probability-models-events","probability-statistics-probability-models-events-complements-overlap-and-bounds","interpret","","1","1","0","0","1","1","1","1","0","0","0","0","0","low","tap","structured","probability-statistics-probability-models-events-complements-overlap-and-bounds","true","probability-statistics-probability-models-events"
"probability-statistics-probability-models-events","probability-statistics-probability-models-events-complements-overlap-and-bounds","prove","","1","1","0","0","0","0","1","0","0","1","0","0","0","high","handwriting;math-text;photo","open-reasoning","probability-statistics-probability-models-events-complements-overlap-and-bounds","true","probability-statistics-probability-models-events"
"probability-statistics-probability-models-events","probability-statistics-probability-models-events-complements-overlap-and-bounds","recognize","","1","1","0","0","1","1","1","1","0","0","0","0","0","low","tap","choice","probability-statistics-probability-models-events-complements-overlap-and-bounds","true","probability-statistics-probability-models-events"
"probability-statistics-probability-models-events","probability-statistics-probability-models-events-probability-weights-and-the-axioms","compute","","6","6","0","0","0","0","6","0","6","0","0","0","0","low","math-text","structured","probability-statistics-probability-models-events-probability-weights-and-the-axioms","false","probability-statistics-probability-models-events"
"probability-statistics-probability-models-events","probability-statistics-probability-models-events-probability-weights-and-the-axioms","compute","probability-statistics-probability-models-events-probability-weights-and-the-axioms-compute-production","1","1","1","1","0","0","0","0","1","0","1","2","0","low","math-text","structured","probability-statistics-probability-models-events-probability-weights-and-the-axioms","false","probability-statistics-probability-models-events"
"probability-statistics-probability-models-events","probability-statistics-probability-models-events-probability-weights-and-the-axioms","interpret","","2","2","0","0","2","2","2","2","0","0","0","0","0","low","tap","structured","probability-statistics-probability-models-events-probability-weights-and-the-axioms","false","probability-statistics-probability-models-events"
"probability-statistics-probability-models-events","probability-statistics-probability-models-events-probability-weights-and-the-axioms","interpret","probability-statistics-probability-models-events-probability-weights-and-the-axioms-interpret-recognition","1","1","1","1","1","1","0","1","0","0","0","0","0","low","tap","structured","probability-statistics-probability-models-events-probability-weights-and-the-axioms","true","probability-statistics-probability-models-events"
"probability-statistics-probability-models-events","probability-statistics-probability-models-events-probability-weights-and-the-axioms","justify","","1","1","0","0","0","0","1","0","0","1","0","0","0","high","handwriting;math-text;photo","open-reasoning","probability-statistics-probability-models-events-probability-weights-and-the-axioms","true","probability-statistics-probability-models-events"
"probability-statistics-probability-models-events","probability-statistics-probability-models-events-probability-weights-and-the-axioms","prove","","1","1","0","0","0","0","1","0","0","1","0","0","0","high","handwriting;math-text;photo","open-reasoning","probability-statistics-probability-models-events-probability-weights-and-the-axioms","true","probability-statistics-probability-models-events"
"probability-statistics-probability-models-events","probability-statistics-probability-models-events-specify-the-experiment-before-calculating","compute","","7","7","0","0","0","0","7","0","7","0","0","0","0","low","math-text","structured","probability-statistics-probability-models-events-specify-the-experiment-before-calculating","false","probability-statistics-probability-models-events"
"probability-statistics-probability-models-events","probability-statistics-probability-models-events-specify-the-experiment-before-calculating","compute","probability-statistics-probability-models-events-specify-the-experiment-before-calculating-compute-production","1","1","1","1","0","0","0","0","1","0","1","2","0","low","math-text","structured","probability-statistics-probability-models-events-specify-the-experiment-before-calculating","false","probability-statistics-probability-models-events"
"probability-statistics-probability-models-events","probability-statistics-probability-models-events-specify-the-experiment-before-calculating","interpret","","1","1","0","0","1","1","1","1","0","0","0","0","0","low","tap","structured","probability-statistics-probability-models-events-specify-the-experiment-before-calculating","true","probability-statistics-probability-models-events"
"probability-statistics-probability-models-events","probability-statistics-probability-models-events-specify-the-experiment-before-calculating","justify","","2","2","0","0","0","0","2","0","0","2","0","0","0","high","handwriting;math-text;photo","open-reasoning","probability-statistics-probability-models-events-specify-the-experiment-before-calculating","false","probability-statistics-probability-models-events"
"probability-statistics-probability-models-events","probability-statistics-probability-models-events-specify-the-experiment-before-calculating","justify","probability-statistics-probability-models-events-specify-the-experiment-before-calculating-justify-reasoning","1","1","1","1","0","0","0","0","0","1","0","0","0","medium","handwriting;math-text;photo","open-reasoning","probability-statistics-probability-models-events-specify-the-experiment-before-calculating","true","probability-statistics-probability-models-events"
"probability-statistics-probability-models-events","probability-statistics-probability-models-events-specify-the-experiment-before-calculating","recognize","","1","1","0","0","1","1","1","1","0","0","0","0","0","low","tap","choice","probability-statistics-probability-models-events-specify-the-experiment-before-calculating","true","probability-statistics-probability-models-events"
